query_robot,query_keyframe_id,query_timestamp,candidate_robot,candidate_keyframe_id,candidate_timestamp,SC_rank,SC_score,SC_margin,best_shift,SC_yaw_initialization_deg,GICP_fitness,GICP_inlier_RMSE,GICP_quality,tx,ty,tz,qx,qy,qz,qw,transform_direction,yaw_consistency_error_deg,accepted_before_sanitation,accepted_after_sanitation,temporal_cluster_id,duplicate_status
robot1,33,1.7228942171991734e+18,robot3,43.0,1.722894231172841e+18,1.0,0.9004230499267578,0.007275044918060303,0.0,0.0,0.8577712609970675,0.373220479863489,0.624642053898248,-0.01040185958993844,0.0016890952964595761,0.0047129809733321235,-0.0010665459646487109,-0.0007517647089152051,0.0010667757963299437,0.9999985796584553,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.12233543736613228,True,True,13,cluster_representative
robot1,34,1.7228942176979213e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8915581107139587,0.003407120704650879,0.0,0.0,0.8333333333333334,0.3550917937533361,0.6149644896196773,-0.01046805974069302,0.0006830371642720079,0.006904669483135738,-0.001052388628708638,-0.00046802272966836486,0.0007448233543983916,0.9999990593350924,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.08540689914545396,True,True,14,cluster_representative
robot1,35,1.7228942181972183e+18,robot3,94.0,1.7228942566235656e+18,2.0,0.8677418231964111,0.004163503646850586,0.0,0.0,0.8887864823348695,0.3798162435703598,0.6441339464413606,0.012406428222643236,0.0027233756805158382,0.006714370603009188,-0.0010992519649690076,-0.0007092491016066315,0.0013268897945021496,0.9999982639856445,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.1521397780255711,True,True,15,cluster_representative
robot1,36,1.7228942186980933e+18,robot3,4.0,1.7228942116245944e+18,1.0,0.8981166481971741,0.0007956027984619141,0.0,0.0,0.8630295995356936,0.3621365943181586,0.6335852095418508,-0.008718793289359966,0.004015061606955147,0.005404269817568228,-0.0012608486104401656,-0.0007933066694287516,0.000995112815311101,0.9999983953366098,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.11414618367268758,True,True,16,cluster_representative
robot1,37,1.722894219197362e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8957335352897644,0.006394326686859131,0.0,0.0,0.8683284457478005,0.3922597516164446,0.6236827896085138,-0.012438193989249528,-0.010246566676276887,0.007152666726846917,-0.0011795453460012456,-0.0007447079509483749,0.0009764320948054424,0.9999985503305536,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.11199156811844091,True,True,17,cluster_representative
robot1,45,1.722894223204852e+18,robot3,86.0,1.7228942526246034e+18,1.0,0.8702195882797241,0.004304289817810059,0.0,0.0,0.8602493476369962,0.3766479661553223,0.6248869491591849,0.009253991592758646,-0.0026066249274827123,0.006528524494097228,-0.001109239764644778,-0.0006890866161355696,0.001135099081573915,0.9999985031473072,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.13016040328500367,True,True,18,cluster_representative
robot1,47,1.7228942241979512e+18,robot3,76.0,1.7228942476754278e+18,1.0,0.8757456541061401,0.00046759843826293945,0.0,0.0,0.8593432141819238,0.3806994294881076,0.6223970227180612,0.0006109995006797247,-0.010507082282434082,0.004632185686584071,-0.0013113317329813906,-0.0007417627913950482,0.0011097572250946901,0.999998249316442,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.127280295005761,True,True,19,cluster_representative
robot1,49,1.722894225196954e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8775640726089478,0.0011209845542907715,0.0,0.0,0.8566433566433567,0.3831652767169149,0.619335498847027,4.373124482306292e-05,-0.013509843306742512,0.007126453588796945,-0.0010546249072652372,-0.0007584667853210403,0.0010651573318568874,0.999998588966154,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.1221497612442306,True,True,20,cluster_representative
robot1,55,1.7228942281957893e+18,robot3,76.0,1.7228942476754278e+18,1.0,0.8807816505432129,5.352497100830078e-05,0.0,0.0,0.8523684975297878,0.3881072607230213,0.614050889039955,-0.003931224050514956,-0.0032629493703449745,0.007530683984915482,-0.0009102665566250802,-0.00050461620237773,0.00105931713477967,0.9999988973116382,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.12144145660644767,True,True,21,cluster_representative
robot1,56,1.722894228695303e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8902820348739624,0.003562033176422119,0.0,0.0,0.8467365967365967,0.3576287082149668,0.6236878990647601,-0.00034644264061784374,-0.0007224190658154487,0.004327955593220699,-0.0012977784287751223,-0.0006837838127078258,0.0009331656158595916,0.9999984887052483,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.1070345916707538,True,True,22,cluster_representative
robot1,61,1.7228942311976735e+18,robot3,78.0,1.722894248624642e+18,1.0,0.8848101496696472,0.0006454586982727051,0.0,0.0,0.854360465116279,0.3787586592062491,0.6196591835790421,0.012958033906742362,-0.002065078852315353,0.004855373586862309,-0.0011175734090904455,-0.000959000782326194,0.0013473547919323108,0.9999980079891356,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.15451846317293416,True,True,23,cluster_representative
robot1,77,1.7228942391961298e+18,robot3,88.0,1.7228942536763753e+18,1.0,0.8722999691963196,0.001455545425415039,0.0,0.0,0.8541129263399255,0.3728002987729337,0.6221683715419988,-0.025532772036013774,-0.006256629342209175,0.007213058533030302,-0.0012055413806127996,-0.0005747430592371158,0.0008491848341152535,0.9999987476119723,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.09738880098362301,True,True,24,cluster_representative
robot1,79,1.7228942401974979e+18,robot3,76.0,1.7228942476754278e+18,1.0,0.8783862590789795,0.0010142326354980469,0.0,0.0,0.8573089218250508,0.3930532592066223,0.6154171896581392,-0.013567591783021193,-0.002870366393872538,0.006205831151457044,-0.0012647169571284793,-0.0006325973962749778,0.001041271325107726,0.9999984580316013,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.11941258188642223,True,True,25,cluster_representative
robot1,80,1.722894240695643e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8923806548118591,0.00038689374923706055,0.0,0.0,0.8543123543123543,0.384870113312189,0.6168898773251005,-0.003191386221919478,-0.004486117169075549,0.005351503438867645,-0.0012608412659905622,-0.000639420537176787,0.0009510834219365017,0.999998548429448,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.10907851324233775,True,True,26,cluster_representative
robot1,81,1.7228942411975516e+18,robot3,76.0,1.7228942476754278e+18,1.0,0.8763748407363892,0.0005770325660705566,0.0,0.0,0.8520778843359489,0.3920876567694765,0.612086372716865,0.02358423284854747,0.006711613344804634,0.006679714778545841,-0.0010672017514854063,-0.0005031140088046091,0.0011399665739631885,0.9999986542155574,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.13069207729753884,True,True,27,cluster_representative
robot1,83,1.7228942421993388e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8764867186546326,0.000766754150390625,0.0,0.0,0.8476107226107226,0.355358009018592,0.6253777356024726,-0.009011907032958111,0.007796538238130279,0.004484618861013095,-0.0012412095082415659,-0.000717152489848879,0.0007242193454515281,0.9999987102979696,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.08309143334884084,True,True,28,cluster_representative
robot1,86,1.7228942436963295e+18,robot3,76.0,1.7228942476754278e+18,2.0,0.8758692145347595,5.710124969482422e-05,0.0,0.0,0.8480092996222028,0.3875675313810496,0.6111481282487037,-0.013659916077772184,0.0055038067903211115,0.005129607960445765,-0.0012596924991457484,-0.0006720356805281602,0.0011090127470371252,0.9999983658154541,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.12718051926069052,True,True,29,cluster_representative
robot1,89,1.7228942451996664e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.880837619304657,0.0011756420135498047,0.0,0.0,0.8569347319347319,0.3647235431402343,0.6279181862451949,0.006019431455784262,-0.009138580856775222,0.004868510476049035,-0.001275910455915412,-0.0006700852728813824,0.0010068030934599985,0.9999984546916892,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.11546911149633843,True,True,30,cluster_representative
robot1,90,1.722894245697633e+18,robot3,76.0,1.7228942476754278e+18,1.0,0.8640317916870117,0.0014829039573669434,0.0,0.0,0.8523684975297878,0.3614928321873195,0.6260543407785754,-0.005371196077977056,0.006698606540725349,0.007242336167443658,-0.0011636198137839361,-0.0007140678808337571,0.0009135375044554668,0.999998650771699,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.1047789250891924,True,True,31,cluster_representative
robot1,91,1.7228942461977344e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8878743648529053,0.0011791586875915527,0.0,0.0,0.8695014662756598,0.3873451265895581,0.6267376802001043,0.008909616774982556,-0.007123887535469429,0.006872055111614751,-0.0011192546463649998,-0.0005445243044724954,0.0009379515114412982,0.9999987855039028,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.10755116127290876,True,True,32,cluster_representative
robot1,92,1.722894246698111e+18,robot3,21.0,1.7228942201308972e+18,1.0,0.8764877915382385,0.002369701862335205,0.0,0.0,0.8732517482517482,0.3650927041146296,0.6397014251263771,-0.017254546346256363,0.014482189116434046,0.005378195132227864,-0.0011201852931572592,-0.0007592318417361469,0.0007728938748099071,0.9999987856927517,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.08866460177003432,True,True,33,cluster_representative
robot1,93,1.7228942471956127e+18,robot3,78.0,1.722894248624642e+18,1.0,0.8793772459030151,1.4543533325195312e-05,0.0,0.0,0.8534883720930233,0.381373397448102,0.6178549360149299,-0.004507812124088262,-0.01403836580714626,0.006863893434563982,-0.0011713142924119214,-0.0009158152951923626,0.0011234284908195763,0.9999982636052923,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.12885844607012586,True,True,34,cluster_representative
robot1,94,1.7228942476956134e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8764411807060242,0.004871964454650879,0.0,0.0,0.8572261072261073,0.3596623212397261,0.6304698555186095,0.0006728078748983683,0.0028219173772396073,0.005462051537471006,-0.0012228715544359873,-0.0008387627317867532,0.0007781019008446078,0.9999985978088535,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.08928148280108417,True,True,35,cluster_representative
robot1,96,1.7228942486974198e+18,robot3,95.0,1.7228942571348803e+18,1.0,0.875256359577179,0.003062725067138672,0.0,0.0,0.873968253968254,0.3613069695521067,0.642006743163744,-0.052449946862457686,-0.015365571695178475,0.008287396887877786,-0.001275701333544044,-0.0006004032003089957,0.0016011966686070237,0.9999977241330769,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.18357142019689832,True,True,36,cluster_representative
robot1,97,1.7228942491974108e+18,robot3,43.0,1.722894231172841e+18,2.0,0.8708986639976501,0.0018532872200012207,0.0,0.0,0.830791788856305,0.3632362138950837,0.6094261437513746,-0.022609453492524068,0.0033319379790794305,0.006107320434093918,-0.0013717658563899206,-0.0008301970074407042,0.0007878501213206913,0.9999984041605018,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.09041149241389235,True,True,37,cluster_representative
robot1,99,1.7228942501961674e+18,robot3,93.0,1.7228942561285778e+18,1.0,0.880998969078064,0.005596518516540527,0.0,0.0,0.8715540745228718,0.3841875133000658,0.6296502938716623,-0.005634045824702254,-0.009351508434247162,0.007680292982373982,-0.001120720689771752,-0.000649517343683597,0.0013065114772010805,0.9999983075686256,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.1497986445056938,True,True,38,cluster_representative
robot1,105,1.7228942531973245e+18,robot3,93.0,1.7228942561285778e+18,1.0,0.8822749853134155,0.0033453702926635742,0.0,0.0,0.8888215692214481,0.3711732395460363,0.6482197461173588,-0.015538564065797787,-0.0006407683394429456,0.007174157995739351,-0.0010280168498026504,-0.00048788892319818003,0.0015998787766843972,0.9999980727649704,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.18339012411846056,True,True,39,cluster_representative
robot1,108,1.7228942546973225e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8942577242851257,0.0017043352127075195,0.0,0.0,0.8595571095571095,0.3854780606728921,0.6204047064734061,-0.025933952823393804,-0.013843856127545826,0.001612642759584533,-0.0013759229227878994,-0.0007663191809546236,0.0012768453095582703,0.9999979446264272,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.14643654944327977,True,True,40,cluster_representative
robot1,109,1.7228942551996165e+18,robot3,123.0,1.722894271126947e+18,1.0,0.8694676160812378,0.0003647804260253906,0.0,0.0,0.8664394174155562,0.3629291489551892,0.6357186050938611,0.10428089474823335,0.1099437635574528,-0.023424351130493907,-0.0038594323574398927,0.0017187634464404698,-0.0049978477324294866,0.9999785858467855,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.5734719242395556,True,True,41,cluster_representative
robot1,129,1.7228942651974676e+18,robot3,102.0,1.722894260640705e+18,1.0,0.7421413660049438,0.007826745510101318,0.0,0.0,0.8564315352697095,0.4001164957920077,0.6116859117392582,0.039737963985025625,0.21413144534603148,-0.0023437600739644265,-0.006775858299575452,-0.05562381406786488,-0.010520955376464289,0.9983733713149676,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.1677862534605765,True,True,42,cluster_representative
robot1,141,1.7228942711952422e+18,robot3,90.0,1.7228942546234084e+18,1.0,0.8293883800506592,0.0036316514015197754,0.0,0.0,0.8534532791642484,0.3774686044418729,0.6195809301294771,0.02516549952709331,0.21762703757739707,0.015389452635164313,-0.005229285958643615,-0.005579468005437593,-0.013020209788490212,0.9998859926222603,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4887550980089657,True,True,43,cluster_representative
robot1,144,1.7228942726976074e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8317775726318359,0.002818465232849121,0.0,0.0,0.8574780058651026,0.374035706875309,0.6240580223457882,0.038812752461128384,0.20865409401349172,0.015395275773085177,-0.005456377087867179,-0.005415112400506927,-0.012531692494485673,0.9998919247548649,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.432720596740694,True,True,44,cluster_representative
robot1,146,1.722894273696897e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8375588655471802,0.0005995631217956543,0.0,0.0,0.8513986013986014,0.3818566417431998,0.6161265761436509,0.08113620184566103,0.20477638324814457,0.017139748350417466,-0.005078178826019602,-0.005178102058895067,-0.012317628010931553,0.9998978324804304,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.408557992632268,True,True,45,cluster_representative
robot1,147,1.7228942741957373e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8332931399345398,0.0017395615577697754,0.0,0.0,0.8542521994134897,0.3772473929411666,0.6202605311085034,0.050913298504199775,0.20737686864897464,0.017436340010732347,-0.005199519825661959,-0.005327572479388163,-0.012569027654511448,0.9998932950614678,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4372107946451536,True,True,46,cluster_representative
robot1,148,1.7228942746980076e+18,robot3,81.0,1.722894250126316e+18,2.0,0.8347434401512146,0.010199666023254395,0.0,0.0,0.849912739965096,0.3793032525984223,0.6161899048407045,0.057984825434963916,0.2161419837576082,0.015283913885975555,-0.0052375965205948265,-0.005314097846486795,-0.01238437960650875,0.9998954720812208,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4160336547512031,True,True,47,cluster_representative
robot1,151,1.7228942761990533e+18,robot3,119.0,1.7228942691752924e+18,2.0,0.8154963254928589,0.010664403438568115,0.0,0.0,0.8570996978851964,0.3892841721239046,0.6169362000107456,0.04689196928845756,0.34639464496519556,-0.006313787558875379,-0.008461009398322407,-0.00024278571301497942,-0.017590064040450326,0.999809452856949,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,2.0154696321724543,True,True,48,cluster_representative
robot1,152,1.7228942766977572e+18,robot3,21.0,1.7228942201308972e+18,2.0,0.8228520154953003,0.01739180088043213,0.0,0.0,0.8551864801864801,0.3897771969782679,0.6153407050035609,0.04253813320658715,0.21474953848228315,0.018335312910142145,-0.005112202661296537,-0.0050942872606737355,-0.012475343233110222,0.9998961343221964,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.426659547145988,True,True,49,cluster_representative
robot1,153,1.7228942771994644e+18,robot3,90.0,1.7228942546234084e+18,2.0,0.8134828805923462,0.01770418882369995,0.0,0.0,0.843006384213581,0.3790058829738882,0.6113145669803813,0.04499274479270168,0.20092359034360813,0.015197590023152364,-0.005440670429243284,-0.0052441842233319136,-0.012825192086566958,0.9998891999041967,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4664693075755793,True,True,50,cluster_representative
robot1,154,1.7228942776971249e+18,robot3,67.0,1.722894243125703e+18,2.0,0.817063570022583,0.00013637542724609375,0.0,0.0,0.8506588579795022,0.3802275975439085,0.6163178156220286,0.04639635951535814,0.20852259377260168,0.015144370070383113,-0.004959978211533618,-0.004970571791916201,-0.012606689067911132,0.9998958762906004,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.441869817137217,True,True,51,cluster_representative
robot1,155,1.7228942781968794e+18,robot3,90.0,1.7228942546234084e+18,2.0,0.8128678798675537,0.012389779090881348,0.0,0.0,0.8406848520023216,0.3788935942161138,0.6096807291937866,0.046961168588959205,0.20945145143968405,0.016479807460201328,-0.005369749073832111,-0.005528029019401107,-0.012895004375907463,0.999887156409257,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4743454129022666,True,True,52,cluster_representative
robot1,160,1.7228942806976538e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8485140204429626,0.0009451508522033691,0.0,0.0,0.8410557184750733,0.3782378236991997,0.6102399049081921,0.06968640257371086,0.21301524059850702,0.013704320250695136,-0.00535133717781892,-0.005249930290107411,-0.012409713577955166,0.9998948946920728,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.418904820110555,True,True,53,cluster_representative
robot1,161,1.7228942811963003e+18,robot3,87.0,1.7228942531267325e+18,1.0,0.8428076505661011,0.00022286176681518555,0.0,0.0,0.8409090909090909,0.3767990973326346,0.6107710940094605,0.09863357535401529,0.19674542220290597,0.01827358187008251,-0.004916344654717064,-0.004979696612622536,-0.012249763733346823,0.9999004827808413,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.400985164840904,True,True,54,cluster_representative
robot1,163,1.7228942821988613e+18,robot3,43.0,1.722894231172841e+18,1.0,0.8345335125923157,9.059906005859375e-06,0.0,0.0,0.844574780058651,0.3786669356104905,0.6126024772507241,0.03609028248555657,0.20845956909934077,0.013500006538548773,-0.00534754140283028,-0.005482398198991764,-0.012699154652714708,0.9998900332446758,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4519412089494494,True,True,55,cluster_representative
robot1,164,1.7228942827040307e+18,robot3,67.0,1.722894243125703e+18,3.0,0.833920419216156,0.00011819601058959961,0.0,0.0,0.8430453879941435,0.3815071938698039,0.6102359739674247,0.03837560728831949,0.20753985802327854,0.011772057687653553,-0.005611377197922596,-0.005351417715411905,-0.012662511307661368,0.9998897617146407,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4476550336907792,True,True,56,cluster_representative
robot1,168,1.7228942847039365e+18,robot3,90.0,1.7228942546234084e+18,1.0,0.8359265327453613,0.0027771592140197754,0.0,0.0,0.8485200232153222,0.3822561896365903,0.613865960288018,0.047170094929889966,0.21765549693673902,0.014784551341679344,-0.005183300504745654,-0.0052852949091156285,-0.012602501043455035,0.9998931823055156,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.4410811395774488,True,True,57,cluster_representative
robot1,170,1.7228942857001697e+18,robot3,118.0,1.722894268623546e+18,1.0,0.8465330004692078,0.004907727241516113,0.0,0.0,0.8414671112458321,0.376825217036252,0.6111648020633806,-0.1284464083462915,0.3589665688157877,-0.018682107280102122,-0.006723150580546023,-0.0009605577094149795,-0.013587876512803736,0.9998846164368322,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.5563310871677345,True,True,58,cluster_representative
robot1,179,1.7228942901970365e+18,robot3,131.0,1.7228942751285788e+18,1.0,0.8955921530723572,0.02709352970123291,59.0,-6.0,0.9354249162351508,0.3673941611848821,0.6840931040868137,-0.3880430072706125,-0.11289615353211871,0.014939915369867168,0.0004169723325009831,0.0003154354352508036,-0.04346043252882013,0.9990550122185304,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,1.0182468760366987,True,True,59,cluster_representative
robot1,211,1.7228943061984146e+18,robot3,177.0,1.7228942981283643e+18,1.0,0.7422690987586975,0.011271893978118896,2.0,12.0,0.8715689596746865,0.4145696591545524,0.6161371792716084,-0.7025784115557294,2.232318236169567,-0.04473991412745282,0.0006215181927559486,0.003353570278583581,0.0978143646371326,0.9951988330741535,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,0.7729276448823441,True,True,60,cluster_representative
robot1,283,1.72289434219955e+18,robot3,252.0,1.722894335625545e+18,1.0,0.8145303130149841,0.00251692533493042,3.0,18.0,0.9819055696918292,0.3103548006820431,0.7493432841095745,-0.3942209193606363,0.6171617782072186,-0.00887136328356134,-0.0002633855835832521,-0.000582140974435413,0.13677996268715775,0.9906012485088135,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,2.2768574250581253,True,True,61,cluster_representative
robot1,454,1.7228944276993974e+18,robot3,3012.0,1.7228957156346657e+18,1.0,0.8542033433914185,0.029049336910247803,1.0,6.0,0.9402402402402402,0.3212586720603451,0.7116246501330794,-0.08424374523822532,0.7086031013557486,-0.014862363323739532,-0.000918666370917483,1.0192000555002212e-06,0.033447197993153405,0.9994400637344227,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate,2.166520169625727,True,True,62,cluster_representative
