query_robot,query_keyframe_id,database_robot,database_keyframe_id,horizontal_distance_m
robot1,0,robot3,49,0.004802886237949973
robot1,0,robot3,50,0.0026522827797316067
robot1,0,robot3,51,0.0015522980929401525
robot1,0,robot3,52,0.003363402739971376
robot1,0,robot3,53,0.0037182962830583357
robot1,0,robot3,54,0.0010756823648641835
robot1,0,robot3,55,0.004031346009711323
robot1,0,robot3,56,0.0034337338646864618
robot1,0,robot3,57,0.004020204331416977
robot1,0,robot3,58,0.004249010470706871
robot1,0,robot3,59,0.0023950554306023113
robot1,0,robot3,60,0.002031826308241402
robot1,0,robot3,61,0.004215763391966387
robot1,0,robot3,62,0.00215899238781923
robot1,0,robot3,63,0.005155224503317688
robot1,0,robot3,64,0.0023396491865300397
robot1,0,robot3,65,0.0055792881733890505
robot1,0,robot3,66,0.004046382136027847
robot1,0,robot3,67,0.004565353664795699
robot1,0,robot3,68,0.0028097320300380204
robot1,0,robot3,69,0.0023417297685956267
robot1,0,robot3,70,0.005030735248865875
robot1,0,robot3,71,0.0027130132766675303
robot1,0,robot3,72,0.0043722803534549225
robot1,0,robot3,73,0.0030273106016197606
robot1,0,robot3,74,0.0061548340626716045
robot1,0,robot3,75,0.002100806960493326
robot1,0,robot3,76,0.004206536462893084
robot1,0,robot3,77,0.0037261350408428233
robot1,0,robot3,78,0.004843496563435342
robot1,0,robot3,79,0.00450253260961136
robot1,0,robot3,80,0.005335735194779563
robot1,0,robot3,81,0.0014735551686915625
robot1,0,robot3,82,0.0013255594661315318
robot1,0,robot3,83,0.004685129184633021
robot1,0,robot3,84,0.003981084152332335
robot1,0,robot3,85,0.002908061447117529
robot1,0,robot3,86,0.0024277945936530205
robot1,0,robot3,87,0.0038268977391675437
robot1,0,robot3,88,0.005742296291054509
robot1,0,robot3,89,0.0027236145739019807
robot1,0,robot3,90,0.003968596535654637
robot1,0,robot3,91,0.004741061589918738
robot1,0,robot3,92,0.00449554106924242
robot1,0,robot3,93,0.001957092091193559
robot1,0,robot3,94,0.00882505424514692
robot1,0,robot3,95,0.00811893496750658
robot1,0,robot3,96,0.013803337188196256
robot1,0,robot3,97,0.010878028866715449
robot1,0,robot3,98,0.018076519512651018
robot1,0,robot3,99,0.021215857428816147
robot1,0,robot3,100,0.028477923323534663
robot1,0,robot3,101,0.01411052681140324
robot1,0,robot3,102,0.023817380192975763
robot1,0,robot3,103,0.031765659707397365
robot1,0,robot3,104,0.056766302351689085
robot1,0,robot3,105,0.10396698016238967
robot1,0,robot3,106,0.13738893601432914
robot1,0,robot3,107,0.12991652502425335
robot1,0,robot3,108,0.1288287329892696
robot1,0,robot3,109,0.13730768951301142
robot1,0,robot3,110,0.13968470206602385
robot1,0,robot3,111,0.14122399490782217
robot1,0,robot3,112,0.13909121000541833
robot1,0,robot3,113,0.14156760038222355
robot1,0,robot3,114,0.14575173690745857
robot1,0,robot3,115,0.14501550981055364
robot1,0,robot3,116,0.1497104880763685
robot1,0,robot3,117,0.1482068976716065
robot1,0,robot3,118,0.14761124487042537
robot1,0,robot3,119,0.1501331645505354
robot1,0,robot3,120,0.15195119947195618
robot1,0,robot3,121,0.15344414710473334
robot1,0,robot3,122,0.15131856741270103
robot1,0,robot3,123,0.2644006414223524
robot1,0,robot3,124,0.57003305882435
robot1,0,robot3,125,0.7953337275199068
robot1,0,robot3,126,0.9676209524304321
robot1,0,robot3,127,1.0967872037171917
robot1,0,robot3,128,1.261507999329479
robot1,0,robot3,129,1.4393210642588739
robot1,0,robot3,130,1.6315206027940137
robot1,0,robot3,131,1.7938456338833517
robot1,0,robot3,132,1.953464185318291
robot1,0,robot3,133,2.0802982383943776
robot1,0,robot3,134,2.2248288038226955
robot1,0,robot3,135,2.332932554500528
robot1,0,robot3,136,2.409034496956871
robot1,0,robot3,137,2.4374408997577133
robot1,0,robot3,138,2.4434857390393625
robot1,0,robot3,139,2.4306070818957046
robot1,0,robot3,140,2.4649631683210114
robot1,0,robot3,141,2.721674696808687
robot1,0,robot3,142,2.988200009453604
robot1,0,robot3,143,3.341996472353909
robot1,0,robot3,144,3.748466101342062
robot1,0,robot3,145,4.1294428263467555
robot1,0,robot3,146,4.595642647440002
robot1,1,robot3,0,0.004587288122608696
robot1,1,robot3,1,0.0018297071841862898
robot1,1,robot3,2,0.0013052251875109995
robot1,1,robot3,3,0.002637824499450647
robot1,1,robot3,4,0.006206737714876671
robot1,1,robot3,5,0.0006900464755323157
robot1,1,robot3,6,0.002039927806021055
robot1,1,robot3,7,0.000732078271140552
robot1,1,robot3,8,0.003956315087344612
robot1,1,robot3,9,0.001742995698016801
robot1,1,robot3,10,0.0013128746343944464
robot1,1,robot3,11,0.0031103456802641706
robot1,1,robot3,12,0.0012453575070838498
robot1,1,robot3,13,0.001836558733135951
robot1,1,robot3,14,0.0008336725810456335
robot1,1,robot3,15,0.002363095239212887
robot1,1,robot3,16,0.004755261282226095
robot1,1,robot3,17,0.005110296060129372
robot1,1,robot3,18,0.0006327379952749758
robot1,1,robot3,19,0.00227084413581144
robot1,1,robot3,20,0.0013203417339047413
robot1,1,robot3,21,0.0010169186813650543
robot1,1,robot3,22,0.0023958840750598967
robot1,1,robot3,23,0.0010109144602543497
robot1,1,robot3,24,0.0010460616368524892
robot1,1,robot3,25,0.0005351700974822385
robot1,1,robot3,26,0.001312994760801899
robot1,1,robot3,27,0.0007477258814333758
robot1,1,robot3,28,0.0016251557890053997
robot1,1,robot3,29,0.0025071578404695072
robot1,1,robot3,30,0.00179081054334283
robot1,1,robot3,31,0.0012701647368923601
robot1,1,robot3,32,0.0005105106183302654
robot1,1,robot3,33,0.0031316733283637123
robot1,1,robot3,34,0.0014951137048266894
robot1,1,robot3,35,0.0018137200398065055
robot1,1,robot3,36,0.004494249703770613
robot1,1,robot3,37,0.0036132623996541417
robot1,1,robot3,38,0.0021590272614460653
robot1,1,robot3,39,0.002664876028361473
robot1,1,robot3,40,0.0012005493803972167
robot1,1,robot3,41,0.001270746006504338
robot1,1,robot3,42,0.0040284386846592465
robot1,1,robot3,43,0.001530840111036804
robot1,1,robot3,44,0.0015647511718177957
robot1,1,robot3,45,0.0028732381040213486
robot1,1,robot3,46,0.003753248465588072
robot1,1,robot3,47,0.0013338477208717676
robot1,1,robot3,48,0.0013534853820346452
robot1,1,robot3,49,0.004014457374294169
robot1,1,robot3,50,0.0012843381144893016
robot1,1,robot3,51,0.0015140497149056123
robot1,1,robot3,52,0.00047939837250890845
robot1,1,robot3,53,0.001329906895957291
robot1,1,robot3,54,0.00232470944729688
robot1,1,robot3,55,0.0018645690935916131
robot1,1,robot3,56,0.0021805979454423544
robot1,1,robot3,57,0.0018328245243316547
robot1,1,robot3,58,0.0013353590230522927
robot1,1,robot3,59,0.0014846369235840748
robot1,1,robot3,60,0.0010772054945997784
robot1,1,robot3,61,0.0014306449237980886
robot1,1,robot3,62,0.0016687367920248319
robot1,1,robot3,63,0.004808044551376057
robot1,1,robot3,64,0.0011661988117750567
robot1,1,robot3,65,0.003404197506432057
robot1,1,robot3,66,0.0010550566094113573
robot1,1,robot3,67,0.0015529156973158294
robot1,1,robot3,68,0.0009423374600842721
robot1,1,robot3,69,0.003974848710288952
robot1,1,robot3,70,0.0020250891335698807
robot1,1,robot3,71,0.0027098861789759386
robot1,1,robot3,72,0.0020664947602452182
robot1,1,robot3,73,0.001493847996736004
robot1,1,robot3,74,0.0031741263518789615
robot1,1,robot3,75,0.0022657231381382715
robot1,1,robot3,76,0.001511415116445259
robot1,1,robot3,77,0.000701431993072035
robot1,1,robot3,78,0.005144262371001181
robot1,1,robot3,79,0.00397808528596449
robot1,1,robot3,80,0.0034813735967445273
robot1,1,robot3,81,0.0015618248991198607
robot1,1,robot3,82,0.003382343851325042
robot1,1,robot3,83,0.0018839145380958424
robot1,1,robot3,84,0.0013115601238888914
robot1,1,robot3,85,0.00034504720861629044
robot1,1,robot3,86,0.0014747781172766061
robot1,1,robot3,87,0.0020257012269745034
robot1,1,robot3,88,0.0041854592443789675
robot1,1,robot3,89,0.0022969660374672672
robot1,1,robot3,90,0.002028685286810103
robot1,1,robot3,91,0.0029969134727575366
robot1,1,robot3,92,0.0033607075324501934
robot1,1,robot3,93,0.0010709636954980889
robot1,1,robot3,94,0.008455069689337963
robot1,1,robot3,95,0.007237580959393579
robot1,1,robot3,96,0.013778438723896884
robot1,1,robot3,97,0.010046794838897153
robot1,1,robot3,98,0.017491965203479107
robot1,1,robot3,99,0.021156172729389345
robot1,1,robot3,100,0.02839692171116144
robot1,1,robot3,101,0.013882718550943644
robot1,1,robot3,102,0.024062419541895686
robot1,1,robot3,103,0.034203635540658264
robot1,1,robot3,104,0.05976532600318341
robot1,1,robot3,105,0.10699202778516738
robot1,1,robot3,106,0.1404036810713359
robot1,1,robot3,107,0.1328402286529783
robot1,1,robot3,108,0.13173057102707278
robot1,1,robot3,109,0.14016211119766114
robot1,1,robot3,110,0.14249013127781326
robot1,1,robot3,111,0.14411123151291164
robot1,1,robot3,112,0.14193748130350559
robot1,1,robot3,113,0.14437000063098798
robot1,1,robot3,114,0.14856308891603887
robot1,1,robot3,115,0.14779386625548724
robot1,1,robot3,116,0.15247327143211623
robot1,1,robot3,117,0.15100337678027342
robot1,1,robot3,118,0.15029628857894078
robot1,1,robot3,119,0.1528496309650198
robot1,1,robot3,120,0.15470032006123793
robot1,1,robot3,121,0.15612319896238044
robot1,1,robot3,122,0.1539967831200422
robot1,1,robot3,123,0.26586374600615237
robot1,1,robot3,124,0.5705008927222536
robot1,1,robot3,125,0.7954662688663915
robot1,1,robot3,126,0.9674130800069737
robot1,1,robot3,127,1.0963012193197341
robot1,1,robot3,128,1.2606740878084328
robot1,1,robot3,129,1.4381063982541773
robot1,1,robot3,130,1.6299985779438189
robot1,1,robot3,131,1.792013699251766
robot1,1,robot3,132,1.9513629802477988
robot1,1,robot3,133,2.0779736767157058
robot1,1,robot3,134,2.222277819405041
robot1,1,robot3,135,2.3301972661537445
robot1,1,robot3,136,2.406149382635739
robot1,1,robot3,137,2.4344613942469633
robot1,1,robot3,138,2.440461658808425
robot1,1,robot3,139,2.4275905718932704
robot1,1,robot3,140,2.4620233229831734
robot1,1,robot3,141,2.7189553613887014
robot1,1,robot3,142,2.9857109330237437
robot1,1,robot3,143,3.339753952898669
robot1,1,robot3,144,3.746396501355563
robot1,1,robot3,145,4.127495086363916
robot1,1,robot3,146,4.593836136273491
robot1,2,robot3,0,0.004024581165222198
robot1,2,robot3,1,0.0008117015473340234
robot1,2,robot3,2,0.0021512774482302195
robot1,2,robot3,3,0.0013749717035764755
robot1,2,robot3,4,0.00563110048758078
robot1,2,robot3,5,0.0007680466005386014
robot1,2,robot3,6,0.0021796569341641287
robot1,2,robot3,7,0.0018361253857469304
robot1,2,robot3,8,0.002927448033181557
robot1,2,robot3,9,0.002547998388665639
robot1,2,robot3,10,0.00028451277992184434
robot1,2,robot3,11,0.0033734993590991444
robot1,2,robot3,12,0.0017944664351040019
robot1,2,robot3,13,0.003196499596292364
robot1,2,robot3,14,0.001868092700673607
robot1,2,robot3,15,0.0035360704819187828
robot1,2,robot3,16,0.003966626967200466
robot1,2,robot3,17,0.004132110136866751
robot1,2,robot3,18,0.0019025848926964445
robot1,2,robot3,19,0.0024507286702813136
robot1,2,robot3,20,0.002116803007731293
robot1,2,robot3,21,0.0014530132387711118
robot1,2,robot3,22,0.0016210131575199879
robot1,2,robot3,23,0.0023522453998263
robot1,2,robot3,24,0.00031852982004640053
robot1,2,robot3,25,0.0008302654046144727
robot1,2,robot3,26,0.00223421343095463
robot1,2,robot3,27,0.002029251817142501
robot1,2,robot3,28,0.0014533271154245162
robot1,2,robot3,29,0.0020770209057703434
robot1,2,robot3,30,0.002805104642634827
robot1,2,robot3,31,0.001403289344299212
robot1,2,robot3,32,0.0017369300437822968
robot1,2,robot3,33,0.001924625460136605
robot1,2,robot3,34,0.0005500485390842205
robot1,2,robot3,35,0.0012518458292309705
robot1,2,robot3,36,0.004260362016366879
robot1,2,robot3,37,0.0022640296801938876
robot1,2,robot3,38,0.0031433146491659006
robot1,2,robot3,39,0.0018428110049425767
robot1,2,robot3,40,0.0008901626565811728
robot1,2,robot3,41,0.002244684141977686
robot1,2,robot3,42,0.004460718115932495
robot1,2,robot3,43,0.0016423178891777472
robot1,2,robot3,44,0.002896894440190261
robot1,2,robot3,45,0.002311065579008621
robot1,2,robot3,46,0.0025595015211336163
robot1,2,robot3,47,0.0026204634047827515
robot1,2,robot3,48,0.0022391122613935424
robot1,2,robot3,49,0.0034484987678463823
robot1,2,robot3,50,0.0007407583343353909
robot1,2,robot3,51,0.0009430407204199115
robot1,2,robot3,52,0.0018186467281105295
robot1,2,robot3,53,0.0017741970619885934
robot1,2,robot3,54,0.001696614161242894
robot1,2,robot3,55,0.0030088452440905737
robot1,2,robot3,56,0.0017222286265466263
robot1,2,robot3,57,0.002096355572336161
robot1,2,robot3,58,0.0023690409921547665
robot1,2,robot3,59,0.0005715683173879766
robot1,2,robot3,60,0.0010014421870565998
robot1,2,robot3,61,0.002775781245436557
robot1,2,robot3,62,0.0018063751809106257
robot1,2,robot3,63,0.004072032097717261
robot1,2,robot3,64,0.00039675950255379643
robot1,2,robot3,65,0.003702665199638225
robot1,2,robot3,66,0.002404748120870118
robot1,2,robot3,67,0.0027531203674841264
robot1,2,robot3,68,0.0008676911102772203
robot1,2,robot3,69,0.0026310899401682684
robot1,2,robot3,70,0.003195722490494583
robot1,2,robot3,71,0.0016298267120076436
robot1,2,robot3,72,0.0024433901979104473
robot1,2,robot3,73,0.0022552807408067043
robot1,2,robot3,74,0.004276013408348879
robot1,2,robot3,75,0.002264268985318872
robot1,2,robot3,76,0.002835501914453964
robot1,2,robot3,77,0.0019813349938894264
robot1,2,robot3,78,0.004165194913688687
robot1,2,robot3,79,0.0032769702894499095
robot1,2,robot3,80,0.0045899903797582894
robot1,2,robot3,81,0.000650628665868788
robot1,2,robot3,82,0.0020320108130619046
robot1,2,robot3,83,0.0032383163843482353
robot1,2,robot3,84,0.0026200168085312716
robot1,2,robot3,85,0.0014342166756014301
robot1,2,robot3,86,0.0005967193629474631
robot1,2,robot3,87,0.0019697736257644365
robot1,2,robot3,88,0.004071662366851557
robot1,2,robot3,89,0.0026334653861678613
robot1,2,robot3,90,0.0020873035918290306
robot1,2,robot3,91,0.0029592047446992077
robot1,2,robot3,92,0.002945387983445697
robot1,2,robot3,93,0.0006935775749001119
robot1,2,robot3,94,0.007826881810322123
robot1,2,robot3,95,0.006825626551412493
robot1,2,robot3,96,0.013058088523099028
robot1,2,robot3,97,0.00964811423233902
robot1,2,robot3,98,0.017023163279367353
robot1,2,robot3,99,0.020477383484412297
robot1,2,robot3,100,0.027739849793518963
robot1,2,robot3,101,0.013244863739672276
robot1,2,robot3,102,0.023272593552310858
robot1,2,robot3,103,0.03285117523072093
robot1,2,robot3,104,0.05867262449495974
robot1,2,robot3,105,0.10577437964465128
robot1,2,robot3,106,0.13915562739086054
robot1,2,robot3,107,0.13151838364851384
robot1,2,robot3,108,0.13040065651234492
robot1,2,robot3,109,0.13881927409376543
robot1,2,robot3,110,0.14113862646122746
robot1,2,robot3,111,0.14277666151175866
robot1,2,robot3,112,0.1405929167729792
robot1,2,robot3,113,0.14301806893612518
robot1,2,robot3,114,0.14721240473409924
robot1,2,robot3,115,0.14643901687149213
robot1,2,robot3,116,0.15111688293471343
robot1,2,robot3,117,0.1496506337864934
robot1,2,robot3,118,0.14893571992550456
robot1,2,robot3,119,0.15149013259742972
robot1,2,robot3,120,0.15334279898253497
robot1,2,robot3,121,0.15476250440493505
robot1,2,robot3,122,0.15263607538589966
robot1,2,robot3,123,0.2647138081537141
robot1,2,robot3,124,0.569671553057227
robot1,2,robot3,125,0.7947625741008012
robot1,2,robot3,126,0.9668449304751096
robot1,2,robot3,127,1.0958499263631751
robot1,2,robot3,128,1.2603770705320958
robot1,2,robot3,129,1.4379893831245072
robot1,2,robot3,130,1.6300366062953309
robot1,2,robot3,131,1.7922186568379694
robot1,2,robot3,132,1.9517239608222854
robot1,2,robot3,133,2.0784745165954197
robot1,2,robot3,134,2.2229346167980935
robot1,2,robot3,135,2.330998434049729
robot1,2,robot3,136,2.407091501015693
robot1,2,robot3,137,2.435522705192107
robot1,2,robot3,138,2.441625637622714
robot1,2,robot3,139,2.4288366906006256
robot1,2,robot3,140,2.463339472809671
robot1,2,robot3,141,2.7203150233545887
robot1,2,robot3,142,2.9870640328430533
robot1,2,robot3,143,3.3410763943910893
robot1,2,robot3,144,3.7476884144652534
robot1,2,robot3,145,4.128762116900706
robot1,2,robot3,146,4.595071402729089
robot1,3,robot3,0,0.011162557261306074
robot1,3,robot3,1,0.006896932074172597
robot1,3,robot3,2,0.007510146670942532
robot1,3,robot3,3,0.008034007376712018
robot1,3,robot3,4,0.0021082104001594487
robot1,3,robot3,5,0.008241334211227025
robot1,3,robot3,6,0.009886917070275223
robot1,3,robot3,7,0.00797760042694932
robot1,3,robot3,8,0.0050322551567401575
robot1,3,robot3,9,0.00732989882178778
robot1,3,robot3,10,0.007991472342954569
robot1,3,robot3,11,0.0058226828569493535
robot1,3,robot3,12,0.009375079846849137
robot1,3,robot3,13,0.00931547688281155
robot1,3,robot3,14,0.007869948629537505
robot1,3,robot3,15,0.010552134012357923
robot1,3,robot3,16,0.00378272045664042
robot1,3,robot3,17,0.003976769945658697
robot1,3,robot3,18,0.008264880584347494
robot1,3,robot3,19,0.010158349236234841
robot1,3,robot3,20,0.00744004469170698
robot1,3,robot3,21,0.0073346551986100995
robot1,3,robot3,22,0.006096741396665392
robot1,3,robot3,23,0.00906526479607788
robot1,3,robot3,24,0.007870931293194125
robot1,3,robot3,25,0.008103809422881383
robot1,3,robot3,26,0.007618982213559931
robot1,3,robot3,27,0.008318799864416531
robot1,3,robot3,28,0.009160820108662537
robot1,3,robot3,29,0.005813842244355681
robot1,3,robot3,30,0.007758798668319907
robot1,3,robot3,31,0.00907997371425006
robot1,3,robot3,32,0.008818291839200123
robot1,3,robot3,33,0.008377367594516091
robot1,3,robot3,34,0.007190500084154886
robot1,3,robot3,35,0.006586685676598351
robot1,3,robot3,36,0.0040336216400834145
robot1,3,robot3,37,0.007549524429437847
robot1,3,robot3,38,0.010469266751484064
robot1,3,robot3,39,0.009130250807888613
robot1,3,robot3,40,0.00719200785139171
robot1,3,robot3,41,0.007712282198982096
robot1,3,robot3,42,0.012158393913866064
robot1,3,robot3,43,0.006810593774263818
robot1,3,robot3,44,0.008840143792580423
robot1,3,robot3,45,0.009750323052717287
robot1,3,robot3,46,0.0057231292801403245
robot1,3,robot3,47,0.008507110636886831
robot1,3,robot3,48,0.0075550061492716605
robot1,3,robot3,49,0.004311395037616577
robot1,3,robot3,50,0.0071930942603746365
robot1,3,robot3,51,0.00863349744764351
robot1,3,robot3,52,0.008691768770336198
robot1,3,robot3,53,0.007112132759363153
robot1,3,robot3,54,0.009212136188595337
robot1,3,robot3,55,0.010116729460130721
robot1,3,robot3,56,0.0061569434852992095
robot1,3,robot3,57,0.006640912062538115
robot1,3,robot3,58,0.007815178622672012
robot1,3,robot3,59,0.007178229346255324
robot1,3,robot3,60,0.008673782400866855
robot1,3,robot3,61,0.009348260601764552
robot1,3,robot3,62,0.009506196728471233
robot1,3,robot3,63,0.0036483307919151133
robot1,3,robot3,64,0.007511869494942238
robot1,3,robot3,65,0.005738218966924424
robot1,3,robot3,66,0.008725389885837168
robot1,3,robot3,67,0.008254587200789159
robot1,3,robot3,68,0.007436681439327446
robot1,3,robot3,69,0.006642253537220664
robot1,3,robot3,70,0.008256316488603848
robot1,3,robot3,71,0.006176028873147889
robot1,3,robot3,72,0.006588207080233884
robot1,3,robot3,73,0.009756696235208225
robot1,3,robot3,74,0.008266679741095115
robot1,3,robot3,75,0.009967298418886798
robot1,3,robot3,76,0.00950945319106556
robot1,3,robot3,77,0.008303697242450647
robot1,3,robot3,78,0.003954728915717616
robot1,3,robot3,79,0.004432136519460454
robot1,3,robot3,80,0.011678792111389506
robot1,3,robot3,81,0.00829208069180891
robot1,3,robot3,82,0.007525316362934182
robot1,3,robot3,83,0.009592646000197129
robot1,3,robot3,84,0.009401436125213047
robot1,3,robot3,85,0.008627614022823736
robot1,3,robot3,86,0.00716392704961868
robot1,3,robot3,87,0.006319377335732217
robot1,3,robot3,88,0.004464943618383723
robot1,3,robot3,89,0.010326063803302954
robot1,3,robot3,90,0.00636289986091074
robot1,3,robot3,91,0.005496192644258297
robot1,3,robot3,92,0.00495604548939495
robot1,3,robot3,93,0.008374606199045908
robot1,3,robot3,94,0.0001951292151074099
robot1,3,robot3,95,0.001517395390488647
robot1,3,robot3,96,0.005506085468986523
robot1,3,robot3,97,0.0023478912632257693
robot1,3,robot3,98,0.009348682249727428
robot1,3,robot3,99,0.012842600231195378
robot1,3,robot3,100,0.020082807030563293
robot1,3,robot3,101,0.0055680707324573895
robot1,3,robot3,102,0.015818627780425275
robot1,3,robot3,103,0.02994475734205405
robot1,3,robot3,104,0.06112033010225786
robot1,3,robot3,105,0.1066810250185574
robot1,3,robot3,106,0.13958435301366054
robot1,3,robot3,107,0.13064571605416198
robot1,3,robot3,108,0.12932689663042102
robot1,3,robot3,109,0.13734283130569808
robot1,3,robot3,110,0.13931271751007146
robot1,3,robot3,111,0.14155383956180573
robot1,3,robot3,112,0.13905266661917995
robot1,3,robot3,113,0.1411690239565014
robot1,3,robot3,114,0.1454160627661726
robot1,3,robot3,115,0.14443065642814207
robot1,3,robot3,116,0.14900602181563152
robot1,3,robot3,117,0.14775247036832553
robot1,3,robot3,118,0.14639153733424734
robot1,3,robot3,119,0.14911149070235563
robot1,3,robot3,120,0.15114747809113208
robot1,3,robot3,121,0.15217889039817706
robot1,3,robot3,122,0.1500510162111312
robot1,3,robot3,123,0.25848345694117525
robot1,3,robot3,124,0.5622464869941941
robot1,3,robot3,125,0.7871516324798883
robot1,3,robot3,126,0.9591444989361612
robot1,3,robot3,127,1.0881497562906413
robot1,3,robot3,128,1.252773279134533
robot1,3,robot3,129,1.4306233904647365
robot1,3,robot3,130,1.6229773836269248
robot1,3,robot3,131,1.7855940446511422
robot1,3,robot3,132,1.9456063889818547
robot1,3,robot3,133,2.0729005966050633
robot1,3,robot3,134,2.218078768994062
robot1,3,robot3,135,2.3269323517097553
robot1,3,robot3,136,2.403945276694415
robot1,3,robot3,137,2.4333139920432116
robot1,3,robot3,138,2.4404058413781478
robot1,3,robot3,139,2.428621536434653
robot1,3,robot3,140,2.4643270920390705
robot1,3,robot3,141,2.722902003283938
robot1,3,robot3,142,2.990709190639612
robot1,3,robot3,143,3.345576559746463
robot1,3,robot3,144,3.7526818744683337
robot1,3,robot3,145,4.134063580609242
robot1,3,robot3,146,4.6006955392576625
robot1,4,robot3,0,0.004604200624576601
robot1,4,robot3,1,0.00037261350201249244
robot1,4,robot3,2,0.0018445114817969217
robot1,4,robot3,3,0.0017734266941970467
robot1,4,robot3,4,0.0050851283665234405
robot1,4,robot3,5,0.0010991813160046082
robot1,4,robot3,6,0.0027206884367959147
robot1,4,robot3,7,0.0016932616470273
robot1,4,robot3,8,0.002533639156406118
robot1,4,robot3,9,0.002187636330640208
robot1,4,robot3,10,0.0008673719747229893
robot1,4,robot3,11,0.0028234276909038197
robot1,4,robot3,12,0.0022289112883529735
robot1,4,robot3,13,0.0032048522824687266
robot1,4,robot3,14,0.0016859467953892484
robot1,4,robot3,15,0.003793250694403987
robot1,4,robot3,16,0.0034694344333606993
robot1,4,robot3,17,0.003717265997870666
robot1,4,robot3,18,0.0018454722743861205
robot1,4,robot3,19,0.0029921255582097497
robot1,4,robot3,20,0.0017936960972137618
robot1,4,robot3,21,0.001114929329792312
robot1,4,robot3,22,0.0010801558148578992
robot1,4,robot3,23,0.0024606073170983316
robot1,4,robot3,24,0.0006959432372462216
robot1,4,robot3,25,0.001027631863421838
robot1,4,robot3,26,0.0019504869005193793
robot1,4,robot3,27,0.0019671294362313247
robot1,4,robot3,28,0.0020142171020837113
robot1,4,robot3,29,0.0014862089419222864
robot1,4,robot3,30,0.0025190734370847748
robot1,4,robot3,31,0.0019049897772233718
robot1,4,robot3,32,0.0019307074101604135
robot1,4,robot3,33,0.0023409147063234203
robot1,4,robot3,34,7.307835030474415e-05
robot1,4,robot3,35,0.0006590242340152194
robot1,4,robot3,36,0.003668991872774745
robot1,4,robot3,37,0.002460108610853786
robot1,4,robot3,38,0.0034891752831509647
robot1,4,robot3,39,0.0024115748757386132
robot1,4,robot3,40,0.00045029325090984124
robot1,4,robot3,41,0.001983708503663781
robot1,4,robot3,42,0.004983451848540504
robot1,4,robot3,43,0.0011441912883219793
robot1,4,robot3,44,0.002838960663195899
robot1,4,robot3,45,0.002900574953314899
robot1,4,robot3,46,0.002296284787623811
robot1,4,robot3,47,0.0025201779448336113
robot1,4,robot3,48,0.001939346066861106
robot1,4,robot3,49,0.002888504336907524
robot1,4,robot3,50,0.0002642842590803303
robot1,4,robot3,51,0.001526681875469202
robot1,4,robot3,52,0.0019357341764635661
robot1,4,robot3,53,0.0013666370736265016
robot1,4,robot3,54,0.002287463806913163
robot1,4,robot3,55,0.0032777552268248933
robot1,4,robot3,56,0.0011299254276155176
robot1,4,robot3,57,0.0015944400971239843
robot1,4,robot3,58,0.0021245264763876948
robot1,4,robot3,59,4.397468458486104e-05
robot1,4,robot3,60,0.001498875978565468
robot1,4,robot3,61,0.0028725752448909756
robot1,4,robot3,62,0.002334041173337062
robot1,4,robot3,63,0.003558606027143836
robot1,4,robot3,64,0.0003456360908238483
robot1,4,robot3,65,0.003153587518873185
