query_robot,database_robot,query_keyframe_id,valid_overlap_query,positive_count,nearest_positive_distance_m,first_positive_rank,rank1_database_keyframe_id,rank1_sc_score,rank1_gt_distance_m,rank1_best_shift,rank1_is_positive,best_positive_sc_score,retrieval_time_ms,nearest_positive_database_keyframe_id,heading_difference_deg
robot1,robot3,86,True,147,0.0003770327946884119,1,87,0.8759263157844543,0.0005205556647535286,0,True,0.8759263157844543,149.78798397351056,90,0.008324144065596784
robot1,robot3,87,True,147,0.0002260538769511587,1,87,0.8964734077453613,0.002362712195797078,0,True,0.8964734077453613,150.5535279866308,70,0.00019004966162583514
robot1,robot3,88,True,147,0.00022350827875407828,1,87,0.8932734131813049,0.0015166912161383547,0,True,0.8932734131813049,152.14943001046777,9,0.00489243301484521
robot1,robot3,89,True,147,0.00025096260628524377,1,87,0.880837619304657,0.0032630825831920065,0,True,0.880837619304657,152.2797419456765,3,0.005027769009473104
robot1,robot3,90,True,147,0.0004859017903636701,1,76,0.8640317916870117,0.003611054537216625,0,True,0.8640317916870117,157.42271998897195,1,0.010463677251976833
robot1,robot3,91,True,147,0.00022086069429281456,1,43,0.8878743648529053,0.003403497997237335,0,True,0.8878743648529053,151.97155601345003,55,0.003977392410575931
robot1,robot3,92,True,147,4.41551674243705e-05,1,21,0.8764877915382385,0.0010611498096733637,0,True,0.8764877915382385,156.330997007899,35,0.0005028257395736091
robot1,robot3,93,True,147,0.000638468197130764,1,78,0.8793772459030151,0.005439107678542187,0,True,0.8793772459030151,155.16169101465493,30,0.0018103075251474365
robot1,robot3,94,True,147,0.00020630654050944746,1,87,0.8764411807060242,0.0013722369613447987,0,True,0.8764411807060242,150.79590491950512,14,0.003299166869453529
robot1,robot3,95,True,147,0.00013936847952685517,1,87,0.8870348930358887,0.003724558554220706,0,True,0.8870348930358887,153.60359195619822,37,0.011052717835099202
robot1,robot3,96,True,147,0.0003408088459113106,1,95,0.875256359577179,0.0039955514716397845,0,True,0.875256359577179,156.81911900173873,91,0.011048840470721188
robot1,robot3,97,True,147,0.0003272816131853494,1,89,0.8727519512176514,0.0024884199173923253,0,True,0.8727519512176514,153.48807303234935,77,0.007373247713076125
robot1,robot3,98,True,147,0.0001985134390598401,1,87,0.8955021500587463,0.0018805111873994237,0,True,0.8955021500587463,156.02325298823416,49,0.004434282938660772
robot1,robot3,99,True,147,0.0006379533284953965,1,93,0.880998969078064,0.004075915446822793,0,True,0.880998969078064,154.21524399425834,91,9.092680841149559e-06
robot1,robot3,100,True,147,0.00011927898329676928,1,87,0.871138870716095,0.0035874349275600396,0,True,0.871138870716095,152.7666701003909,62,0.0060145127447981395
robot1,robot3,101,True,147,0.0008079483231507504,1,87,0.8735058307647705,0.00152370975844623,0,True,0.8735058307647705,156.24098503030837,79,0.0055239037828016535
robot1,robot3,102,True,147,5.5878755301638456e-05,1,89,0.89275062084198,0.003983604657640406,0,True,0.89275062084198,154.17864092160016,70,0.0004004926742027237
robot1,robot3,103,True,147,0.00011834142057571387,1,89,0.8923155665397644,0.002268096432844306,0,True,0.8923155665397644,152.8476730454713,25,0.010698272912776474
robot1,robot3,104,True,147,0.00044721042148608813,1,87,0.8774285912513733,0.0026669134092336096,0,True,0.8774285912513733,153.76110805664212,70,0.01252937408702337
robot1,robot3,105,True,147,0.0006907519830581396,1,93,0.8822749853134155,0.0027327126568703593,0,True,0.8822749853134155,153.5223830724135,69,0.006827078674035647
robot1,robot3,106,True,147,0.0006145018523720808,1,76,0.8673871755599976,0.0036267553528111494,0,True,0.8673871755599976,153.07740995194763,65,0.005510762534669311
robot1,robot3,107,True,147,0.0005095990489548399,1,88,0.8458678126335144,0.000837380848440001,0,True,0.8458678126335144,149.98193096835166,92,0.00014736790407710032
robot1,robot3,108,True,147,0.00012094389474881642,1,87,0.8942577242851257,0.003314940007629245,0,True,0.8942577242851257,150.2080400241539,12,0.0027351176155718804
robot1,robot3,109,True,147,0.0005457750214890425,1,123,0.8694676160812378,0.25805216512709894,0,True,0.8694676160812378,150.6665199995041,94,0.01481121810326158
robot1,robot3,110,True,147,0.0023960761359932393,1,54,0.8283225297927856,0.01531374008324547,0,True,0.8283225297927856,149.77447700221092,96,0.012975195595998912
robot1,robot3,111,True,147,0.004293174224397787,1,43,0.820671021938324,0.015942161196794757,0,True,0.820671021938324,150.49785992596298,96,9.811826240024857e-05
robot1,robot3,112,True,147,0.0029491057702867355,1,23,0.8432126641273499,0.027732922335684557,0,True,0.8432126641273499,148.8338850904256,102,0.2985231540443465
robot1,robot3,113,True,147,0.0021196587965100918,1,87,0.8409851789474487,0.024168302899976943,0,True,0.8409851789474487,150.96638398244977,102,0.3109944723483693
robot1,robot3,114,True,147,0.003307217406123405,1,87,0.8375577926635742,0.025208824565657602,0,True,0.8375577926635742,150.06199991330504,102,0.2991848336429541
robot1,robot3,115,True,147,0.005337704732150821,1,87,0.8306583166122437,0.03107239913705513,0,True,0.8306583166122437,149.94945598300546,100,0.010032158659356583
robot1,robot3,116,True,147,0.009174378162808618,1,123,0.8014498949050903,0.2319513055585293,0,True,0.8014498949050903,149.31709901429713,100,0.008981923113964285
robot1,robot3,117,True,147,0.018292015205587077,1,60,0.825512170791626,0.046742032444351864,0,True,0.825512170791626,150.88259999174625,100,0.00761459287099342
robot1,robot3,118,True,147,0.022136602435986863,1,63,0.8126148581504822,0.04576739833874173,0,True,0.8126148581504822,151.28773101605475,100,0.015358163972052807
robot1,robot3,119,True,147,0.026309146887314585,1,63,0.8040602207183838,0.049803975817457526,0,True,0.8040602207183838,149.78144003544003,100,0.006825649263362266
robot1,robot3,120,True,147,0.024719031242823035,1,87,0.8322697281837463,0.05096866170263462,0,True,0.8322697281837463,151.6961370361969,100,0.008763951162620742
robot1,robot3,121,True,147,0.03088185513116453,1,83,0.9000928401947021,0.06035629289239088,0,True,0.9000928401947021,151.98252897243947,100,0.006976483965132729
robot1,robot3,122,True,147,0.03512268234689772,1,92,0.8854690194129944,0.06001204774330672,0,True,0.8854690194129944,150.51083301659673,100,0.019043100208335773
robot1,robot3,123,True,147,0.0529257539649189,1,92,0.8798847794532776,0.07778926486429164,0,True,0.8798847794532776,150.69145092274994,100,0.002724514523038124
robot1,robot3,124,True,147,0.050280918642707444,1,92,0.8700432777404785,0.07529658568529583,0,True,0.8700432777404785,151.0378799866885,100,0.016705660255240673
robot1,robot3,125,True,147,0.03824198707831305,1,92,0.8589587211608887,0.06327614171015708,0,True,0.8589587211608887,149.97483300976455,100,0.12349070045746657
robot1,robot3,126,True,147,0.029580762091991817,1,92,0.8000900149345398,0.0364996510798827,0,True,0.8000900149345398,151.83403191622347,98,2.0091506382484
robot1,robot3,127,True,147,0.08656571641562813,1,103,0.763366162776947,0.11494397188586497,0,True,0.763366162776947,152.28867100086063,100,0.23120184205262717
robot1,robot3,128,True,147,0.14660171297804533,1,104,0.783592939376831,0.21357468037623795,0,True,0.783592939376831,156.10222099348903,100,1.5138088239270928
robot1,robot3,129,True,147,0.200572207030834,1,102,0.7421413660049438,0.20476804671037394,0,True,0.7421413660049438,152.73672703187913,98,1.472068612696006
robot1,robot3,130,True,147,0.20024166746907338,1,125,0.7817000150680542,0.7840640324320541,59,True,0.7817000150680542,151.57055691815913,98,1.700764496950427
robot1,robot3,131,True,147,0.20195438159561752,1,87,0.8557763695716858,0.20649752795529835,0,True,0.8557763695716858,151.21771302074194,98,1.4973457542773474
robot1,robot3,132,True,147,0.19862456034950174,1,92,0.8177955746650696,0.203710878383957,0,True,0.8177955746650696,155.96609795466065,98,1.517420516560918
robot1,robot3,133,True,147,0.20332590770084066,1,60,0.8114611506462097,0.21118517379627647,0,True,0.8114611506462097,154.55681004095823,98,1.5115119968546082
robot1,robot3,134,True,147,0.20008469141052945,1,71,0.8005390763282776,0.207235763136188,0,True,0.8005390763282776,156.552852015011,98,1.5155182256869466
robot1,robot3,135,True,147,0.1972307861794606,1,92,0.7393184900283813,0.20339220270533803,0,True,0.7393184900283813,155.30194691382349,100,1.5281851542123661
robot1,robot3,136,True,147,0.20309218309973,1,92,0.809162974357605,0.20921220756317624,0,True,0.809162974357605,152.9560839990154,100,1.519740547232118
robot1,robot3,137,True,147,0.199588585114421,1,87,0.7865490913391113,0.20685896882921262,0,True,0.7865490913391113,155.95066105015576,100,1.5002687233292988
robot1,robot3,138,True,147,0.20034101767984905,1,85,0.7936537861824036,0.20875167665749564,0,True,0.7936537861824036,152.20148605294526,100,1.5058859029624045
robot1,robot3,139,True,147,0.20448931071170562,1,81,0.8214743733406067,0.21475712370127323,0,True,0.8214743733406067,154.37477198429406,100,1.5032853985049996
robot1,robot3,140,True,147,0.2067708698985356,1,85,0.8272379636764526,0.21570426899046025,0,True,0.8272379636764526,161.55646601691842,100,1.4884524945515523
robot1,robot3,141,True,147,0.20485879252653008,1,90,0.8293883800506592,0.21351336768038748,0,True,0.8293883800506592,156.67777496855706,100,1.4885554660660318
robot1,robot3,142,True,147,0.20424245328865337,1,43,0.8427915573120117,0.21426284184368255,0,True,0.8427915573120117,155.4601319367066,100,1.478545368754709
robot1,robot3,143,True,147,0.20733322834824972,1,43,0.8381564617156982,0.21754629704231143,0,True,0.8381564617156982,154.5987380668521,100,1.4957487432408243
robot1,robot3,144,True,147,0.21149253962370768,1,43,0.8317775726318359,0.22229012562843226,0,True,0.8317775726318359,152.927468996495,100,1.4840783119126684
robot1,robot3,145,True,147,0.21182755641792686,1,43,0.8323973417282104,0.22284543085610223,0,True,0.8323973417282104,154.33190704789013,100,1.471926726660314
robot1,robot3,146,True,147,0.21257923457005595,1,87,0.8375588655471802,0.22420227316605193,0,True,0.8375588655471802,150.87527502328157,100,1.4723560152739879
robot1,robot3,147,True,147,0.21295898633978322,1,43,0.8332931399345398,0.22487777905910966,0,True,0.8332931399345398,153.38788996450603,100,1.4694810796468687
robot1,robot3,148,True,147,0.2184091482190314,1,92,0.844943106174469,0.2304023871872792,0,True,0.844943106174469,155.47044889535755,100,1.4595234770422962
robot1,robot3,149,True,147,0.21548492747225237,1,92,0.8314721584320068,0.22746913579270708,0,True,0.8314721584320068,156.39948705211282,100,1.4624084366521686
robot1,robot3,150,True,147,0.21679955277095825,1,92,0.8415506482124329,0.2294305934801312,0,True,0.8415506482124329,151.4757659751922,100,1.4492691018035941
robot1,robot3,151,True,147,0.22199314661920547,1,92,0.826160728931427,0.23493413893636605,0,True,0.826160728931427,155.80725600011647,100,1.4574156388935648
robot1,robot3,152,True,147,0.22635202310890998,1,92,0.8402438163757324,0.23946332115457267,0,True,0.8402438163757324,152.45549497194588,100,1.4497532038161296
robot1,robot3,153,True,147,0.22650900985293554,1,92,0.8311870694160461,0.24002548880688274,0,True,0.8311870694160461,155.10979411192238,100,1.449100511547357
robot1,robot3,154,True,147,0.22746103580039703,1,92,0.8171999454498291,0.2417162588467856,0,True,0.8171999454498291,154.64733308181167,100,1.4443520572965554
robot1,robot3,155,True,147,0.2320790268065075,1,92,0.8252576589584351,0.24650222087213042,0,True,0.8252576589584351,152.5511989602819,100,1.444776436593969
robot1,robot3,156,True,147,0.22828884050568976,1,87,0.8335040807723999,0.243463684435569,0,True,0.8335040807723999,150.12801403645426,100,1.4444667522479335
robot1,robot3,157,True,147,0.23227353173371793,1,90,0.8262538313865662,0.24758619168325835,0,True,0.8262538313865662,153.22928898967803,100,1.4254310451168806
robot1,robot3,158,True,147,0.23458312060524006,1,73,0.8268580436706543,0.25258478928525707,0,True,0.8268580436706543,150.77965811360627,100,1.4420972685762194
robot1,robot3,159,True,147,0.23233067903756968,1,90,0.8400056958198547,0.24789034640640992,0,True,0.8400056958198547,151.8338869791478,100,1.4317260938849756
robot1,robot3,160,True,147,0.23661026499543555,1,43,0.8485140204429626,0.25317922271268467,0,True,0.8485140204429626,152.36153709702194,100,1.4216951249289878
robot1,robot3,161,True,147,0.23846950213272688,1,87,0.8428076505661011,0.25514412513243506,0,True,0.8428076505661011,152.63975993730128,100,1.4237778820509277
robot1,robot3,162,True,147,0.24148501963030175,1,90,0.8331496119499207,0.25812678116099236,0,True,0.8331496119499207,153.32027594558895,100,1.4200148210349255
robot1,robot3,163,True,147,0.24705952335984438,1,43,0.8345335125923157,0.26454247512961027,0,True,0.8345335125923157,152.78690797276795,100,1.4093031383929144
robot1,robot3,164,True,147,0.2472162807607395,1,90,0.8374911546707153,0.2642577107594111,0,True,0.8374911546707153,152.19168097246438,100,1.420539942713532
robot1,robot3,165,True,147,0.24863578208839557,1,90,0.8232662081718445,0.2658413279609343,0,True,0.8232662081718445,152.5808930164203,100,1.4031082063676195
robot1,robot3,166,True,147,0.2520194109844015,1,92,0.8164577484130859,0.2686345877589792,0,True,0.8164577484130859,151.30348701495677,100,1.4096847514476565
robot1,robot3,167,True,147,0.25376966919792876,1,92,0.8230316042900085,0.2707646221153123,0,True,0.8230316042900085,152.07186993211508,100,1.4102683937392158
robot1,robot3,168,True,147,0.2582559572946131,1,90,0.8359265327453613,0.2761534640540156,0,True,0.8359265327453613,151.52516693342477,100,1.3953592588625838
robot1,robot3,169,True,147,0.26662236049787574,1,43,0.837695300579071,0.2857065377162982,0,True,0.837695300579071,149.37615604139864,100,1.35863728393889
robot1,robot3,170,True,147,0.3204770230074172,1,118,0.8465330004692078,0.5133105698368952,0,True,0.8465330004692078,150.9796780301258,124,1.8883753338681402
robot1,robot3,171,True,146,0.2899464284694321,1,48,0.8305109143257141,0.6985773469626764,0,True,0.8305109143257141,151.413134066388,125,3.8619988148590494
robot1,robot3,172,True,146,0.2341766272956518,1,53,0.8149257898330688,0.8444032204633288,0,True,0.8149257898330688,153.15008000470698,126,10.699180847262568
robot1,robot3,173,True,146,0.1121594743396096,1,76,0.8592585325241089,1.0395593250696469,0,True,0.8592585325241089,155.09920101612806,127,17.247955769173586
robot1,robot3,174,True,146,0.1159170476021992,1,43,0.8186353445053101,1.1458909492588123,0,True,0.8186353445053101,153.3618610119447,128,24.792087484266233
